Korean,English
믿게,To believe
이놈아,Hey
발견된,Found
세계에,The world
약속해요,I promise.
아저씨는,Uncle
마크가,Mark
쪽이,This page
출처를,Sources
즐기고,Enjoyed
찾아낼,Be found
살려주세요,Help me
들어오게,Come in
토요일,Saturday
주시오,Embrace
얘기했어,I tell
가족들,families
죄가,Sin
들어가야,Enter
들어가도,Come in
피로,fatigue
밥을,rice
뉴욕에서,In New York
아가씨가,Lady
말씀하세요,Please speak
얘기하면,When you talk
막아야,To stop
바라고,Hope
자기도,Narcissism
후엔,Huen
잡혀,Caught
않겠죠,Angetjyo
권리를,The right
그것참,Its true
처음이야,It's the first time
잘라,cut
못했습니다,Could
음성,voice
하다,Do
뻔한,bald
찾는데,Finding
한단,One
출발해,Year starting
정신차려,Wake
당분간,for a while
션,Sean
마일스,Myles
사랑스러운,Beloved
봤던,I saw
못하지,Does not
가게에서,In store
생각하게,Think
유감입니다,I'm sorry.
팀에,The team
지옥으로,Hell
때야,S time
힘들지,Are you tired
싸구려,cheap
가능성은,The possibilities are
알려줄,Tell
갔죠,I went
낮은,low
쓸모가,Useless
친구들과,With friends
시켜,By
문제죠,Problem's
나무가,Trees
시작한다,Starts
워낙,Wonak
있으신가요,Do you
들어가자,Let's go
의식이,Conscious
끝났습니다,it is done
가족들을,The family
걱정하지마,Do not worry about it
가야해요,I have to go
온게,Onge
걔들은,He will
여자친구가,Girlfriend
있겠네,Itgetne
먹어야,Eat
돌아올게,I'll be back
법이,The law
받으세요,Get
비니,Beanie
구조,rescue
이에요,it is
샌드위치,Sandwich
연결,connect
지은,Cooked
분명해,Clear
않기로,Choose
걸지도,Also bet
앞서,previously
걱정을,Worry
캐스,Cass
과거를,The past
로즈,rose
하오,Hao
얻는,Get
그랬는지,Did it
일으켜,Cause
폭탄이,The bomb
상처는,Wounds
일이잖아,Thats one
부족해,Lacking
거니까요,Giant Cause
봤습니다,I saw
서류를,Documents
엘리,Ellie
제정신이,Sane
그쪽이,This tha
내말,I mean
생각한다면,If you think
운동,Exercise
정부는,Government
배로,aboard
대략,about
시카고,Chicago
행동은,Behavior
결혼하고,Married
선생님께서,The teacher
임무가,Missions
리사,Lisa
보내서,By sending
계약을,Contracts
갖는,With
바빠서,busy
되겠다,Doegetda
만나기로,To meet
기다리지,To wait
거친,rough
안됐어,Andwaeteo
원래는,Originally
누구에요,Who is it
여기있어,Here it is
것뿐이야,It's just
벨,bell
힘들어요,It's hard
애들아,Hey guys
좋구나,Feel so good
발생,Occur
치명적인,fatal
바이러스를,Virus
선물로,As a gift
어디다,Where
환영해,Welcome to
말고는,Except
과거,past
스튜,stew
지원,support
장면을,The scene
내지,To
아빠와,Dad and
예전엔,I used to
부인과,Gynecological
현실이,Reality
거거든,I'll
그런걸,Geureongeol
믿습니다,I believe
향한,towards
장치를,The device
검을,The sword
그렇네,That's right
번역포럼,Translation Forum
계획대로,As planned
만들어야,Create
맥박이,The Pulse
달이,Moon is
주게,Granted
돌아가자,Come back
실수로,by mistake
막지,Prevent
됩니까,Will
하라는,Asked
하다가,While
기대하고,Expectations and
계획에,The plan
전부를,All
괜찮나,Hows
하시고,These
스미스,smith
받아서,Customized
기분이야,Cus
증거는,Evidence
믿음이,Faith
정의를,The definition
뜨고,Rising
기가,Giga
어째,Eojjae
살던,Lived
웨인,Wayne
어머니의,My mother's
뿐만,Only
일들,Things
힘으로,By force
포르노,porn
의사는,Doctor
날이야,Day's
신께서,God
프로그램,program
인한,Due to
좋군요,Awesome
선생님도,Teacher
화,anger
할겁니다,Dont
나쁘진,Bad
예정입니다,The expected
칼리,Carly
여잘,Yeojal
즐길,Enjoy
도리,duty
궁금해서,I'm just curious
정도가,Degree of
이년아,Bitch
오늘의,Today
끊임없이,endlessly
크리스티나는,Christina
됐나요,Happened to
지원을,Support
몰고,Driving
카일,Kyle
토끼,rabbit
둘째,second
그녈,Her.
느낌을,Feeling
보여주는,Show
일이니,Am the one
주인님,master
장소가,Place
병원이,The Hospital
실컷,Fling
알았소,Cattle know
한번에,at once
사과를,Apples
목적은,The purpose is
있답니다,Itdapnida
연결해,Connect
전화도,The phone also
계시죠,Gyesijyo
시끄러,shut up
무엇,what
있겠나,Ra
오늘도,today
없는거야,I do not
숲에서,In the woods
호텔에서,Hotel
서로의,Each other
쫓고,Chasing
북쪽으로,North
그놈은,GNOME
엠파이어,Empire
그놈을,GNOME
놓은,Place
그랬을,Geuraeteul
섬에,On the island
먹어라,Eat
용서를,Forgive
사용,use
싶은데요,I want
어머님,mother
터질,To burst
코를,The nose
흔한,Common
레너드,Leonard
고양이를,The cat
가는지,Going
거기엔,There
30초,30 seconds
아니라니까,Do not
시험을,The test
바랄,Hope
없다니까,Do not
약은,Drugs
방향을,Direction
반지를,Rings
이지가,Not the
프로그램을,The program
하나라도,Even one
마담,Madame
나쁘게,badly
다닐,Danilo
최고로,Best
군인,soldier
루디,Rudy
던피,Deonpi
왔니,Planet
텍사스,Texas
멋대로,Slack
염병할,Fucking
다쳤어,Hurt
영화는,The movie
하퍼,Harper
자네들이,You are
자리에서,On the spot
워렌,Warren
보여주지,Show
박사는,Dr.
찾았지,Not found
지구를,Earth
피해자,victim
로마,Rome
입이,Mouth
웃긴,funny
예전의,Former
사방에,Everywhere
현장,Scene
뜻,meaning
경우엔,Cases
통제,Control
세번째,third
싸워야,Fight
남기고,Leave
계단,stairs
신문,newspaper
공기,air
여자애가,Girls are
다하고,Working
훔쳐,Stealing
어쩌라고,so what
수백,Hundreds
주말,Weekend
대비해서,Just in case
거여,Geoyeo
안되죠,Andoejyo
조직을,The organization
생각하니,Do you think
움직이면,Moving
하더라,Hadeora
초콜릿,chocolate
죽을거야,I will die
그쪽은,MEDIC
쉬어요,Get some rest
들어가고,Going
전문,specialty
있겠다,Itgetda
회사는,Company
용기가,Containers
여는,Opens
너희들의,Your
언제쯤,when
없었으면,If it had not
경비,guard
되니,And there
늦지,Late
거라구,Georagu
되네요,It makes sense
살살,Easy
정체를,Congestion
기계,machine
알아냈어,Figured out
움직여야,To move
구한,Obtained
와도,Vorticity
진정하고,Calm and
공주,Princess
처음에는,Initially
보이는데요,Looks
죽었습니다,Dead
크리스틴,Kristin
무대,stage
나이트,Night
알았습니다,I knew
연습,practice
장비를,Equipment
주목,fist
하루가,Day
소리지,That noise
권한이,Authorized
있겠니,Can you
단서를,The clues
애비,Abby
글렌,Glen
감고,Wound
그것들이,They
나에겐,"For me,"
요원님,Sir
제이콥,Jacob
만들려고,Trying to make
1분,1 min
원할,Want
새가,The new
시간이다,A time
전쟁에,The war
쥐,rat
해보세요,Explore
딜런,Dylan
그대의,thy
싶다는,Want
그것보다,Than it
당신만,You only
빠져나갈,Exit
담배를,Smoking
입으로,Into the mouth
하려,Trying to
전화기,cellphone
공식,official
식당,Restaurant
핀,pin
테스트를,Tested
되려고,To become
지역에,In the area
설명을,Description
로드,road
조심해야,Be careful
모조리,all
바다에,The sea
그쪽으로,Tha
지시를,The instructions
배워야,Learn
메러디스는,Meredith is
자들이,Those who
동쪽,East
이곳의,Here
들어가세요,Go in
말이냐,Shall
크리스티나가,Christina
이가,Teeth
했다고요,It was calm
규칙이,Rules
어디를,Where
한거지,Hangeoji
친구에게,To friend
넘어,Beyond
본데,Bonde
안된다,Can not be done
신뢰를,Trust
했으니,Haeteuni
지내요,Doing
하려던,Trying to
올라와,Come up
그런다고,That such
여성이,Women
말하는게,Tell her
초,second
말하죠,Say
소년,boy
행성,planet
의자에,The chair
래리,Larry
여덟,eight
딸의,Daughter
만들어진,made
소녀가,Girl
기도,Prayer
이상이,More than
소리예요,It's sounds
계실,Gyesil
아우,cadet
매주,every week
보이는군,Military look
소용,use
결정은,Decisions
안가,Do not get
맞다면,If yes
아파서,I was sick
갈까요,Returning
병신,Jerk
못했지,Mothaetji
돌아왔어요,Come back
왔는데요,I'm here
재능을,Talents
바가,Bar
오랜만에,Long time no see
목적을,The purpose
넣은,Loaded
알고있다,Know
악,Ouch
어쩌려고,What about going
저번,Debutant
싫어해요,do not like it
있었잖아요,I have had
보는데,Seeing
숨기는,concealed
방법이야,How's
성공할,Success
않잖아요,You do not
죄,sin
함,box
걸렸어요,Took
곳이에요,This is where
뿐이라고,Ppunyirago
능력,ability
쉬지,Continually
스펜서,spencer
설명이,Description
데이터,data
요점은,The point is
남성,male
바쁜,busy
알고있어,I know
풀고,Release
등에,gadfly
법정에서,In court
취해서,Petrified
기본적으로,Basically
배우는,Learn
그놈의,GNOME
제겐,To me
했는데요,Haetneundeyo
인류의,Of mankind
망치고,Spoiling
괜찮은거야,Are you okay
폭발,explosion
이곳이,This place
들어가게,Enter
중요해요,It's important
어른이,Adults
믿기지,Unbelievable
원하고,And won
좋소,All right.
마법을,The magic
적당히,Moderately
내리는,dismountable
10시,10:00
곧장,right away
최초의,First
떨어져서,off
속을,In the
샀어,Bought
출혈을,The bleeding
않겠습니다,I will
되지만,Although
주인,host
도중에,en route
녹색,green
돌아서,round
죽이기,Kill
하거나,do or
친구와,with friend
백만,million
나머진,The rest
때만,Only
어떡해요,Flustered
가르시아,Garcia
대답은,Answer
지구에,On earth
바에,Bar
디,D
상관이,This matter
들었나,You heard
곡을,The song
믿으세요,Trust
빼면,Subtracting
뿐인데,Ppuninde
들어야,Hear
환영해요,I welcome
버리지,Throw away
실례할게요,Excuse
형씨,C'mon
신발을,Shoes
중지,stop
않기,Because
건물을,The building
있는가,What
실례해요,Excuse me.
우리보다,Than we
째,Th
무대에,On the stage
도니,Donny
준다면,Jundamyeon
어쨌거나,anyway
알던,Knew
상자를,The box
장소에,A place
나한테도,Or anybody
가능성을,The possibility
그때가,Then the
나라가,Country
있으며,And
바에서,At the bar
몸에서,In the body
중앙,center
강,River
즐기는,amused
생각하죠,I think
데려올,Take all
잔인한,cruel
들리는,audible
머릴,Amarillo
느끼지,Feeling
아아,Alas
드레스를,Dress
손상을,Damage
보였어요,Bo was
일의,Job
차량,vehicle
그랬나,Did
최종,final
특이한,unique
보내면,Sending
도와달라고,For help
주소를,Address
장치,Device
집중,Concentration
박사님이,Dr.
허드슨,Hudson
어렵지,Difficult
허락,allow
알아낸,Figured out
모래,sand
잘가,Good bye
방아쇠를,The trigger
가지만,Thing
생겨서,Eh
아들에게,To his son
아닌것,Ahningeot
휴,Hugh
줄리아,Julia
따르는,accompanying
원한다고,Wanted
보시죠,UM
서쪽,West
권력을,Power
기차,train
타임,time
해줘야,Haejwoya
해줄래,Future that will
말한다,Says
선생이,The teacher
뇌에,The brain
할로윈,Halloween
놓친,Missing
미래가,The future
순수한,pure
닭,chicken
과정을,The process
깨닫게,To realize
나무에,The trees
걷는,walking
안하면,Anhamyeon
카메라가,The camera
아휴,Whew
빌어요,I wish
놀,Glow
감정은,Emotions
오스카,Oscar
없어서요,Eopeoseoyo
마을에서,In town
서장님,Sheriff
저래,QI
코치님,Coach
해보죠,I'll try
정상적인,normal
기억은,Remember
중위,medium
근사한,beaut
나와라,Proton
이기고,Won
억지로,by force
술이,Liquor
새끼들,The cub
찾아와,Came
이놈,this guy
것인가,Will
컴퓨터를,Computer
운명이,The fate
아니군요,I'm not
아니니까요,No Cause
넓은,large
처럼요,Like
걱정하고,Worried
명이나,People or
전적으로,totally
화재,fire
그랬다고,Did that
애디슨,Addison
사라지고,Disappearing
뭐냐고,Mwonyago
돌아가셨어요,Died
직원,employee
보지도,Even look
떨어질,Fall
알려주세요,Please tell us
외로운,lonely
걸어서,afoot
안부,safety
많죠,LOTS
사람들이야,People's
잠도,Sleep
불행히도,Unfortunately
가보자,Let's go
개자식아,Asshole
말아야,Should
형편없는,Sorry
가만있어,Stay
제가요,Wa
하더라도,even if
사랑할,Love
원하던,Wanted
괜찮겠어,Okay
둬요,Leave
일하지,No one
괜찮은데,Gwaenchaneunde
하필,Hapil
카터,carter
공부,study
애니,animation
중의,In
보고서를,Reports
베스,Bess
느껴져요,Neukkyeojyeoyo
되겠습니까,Would
데려가서,You take
노래는,The song
오래전에,A long time ago
같기도,Gatgido
됐소,Dwaetso
배포시,Deployment
부드럽게,softly
칼이,The sword
뼈를,The bones
해야겠어요,We need to
얻게,Get
걸리는,It takes
다물고,Shut up
숨이,Breath
9시,9 o'clock
들어오고,Coming
국제,International
부인의,Mrs.
바다로,By the sea
경험을,Experience
전체에,The whole
조심해서,Carefully
시작하고,"Start,"
죽여버릴,Kill throw
가기로,Go to
멈추게,To stop
기타,Etc
설,doxy
그나마,Dont
보내요,Have a
그대,you
가벼운,light
끝을,The end
아일랜드,Ireland
하늘에서,In the sky
여동생,younger sister
바다를,The sea
자란,Grown
할께요,I'll
치프가,The Chief
보라구,Look
귀엽다,cute
명령에,The command
폭스,Fox
같나,You think
아파트에,Apartment
파티에서,At the party
팔이,Arms
동생아,Bro
너한텐,You hanten
쓸모없는,useless
있지도,Nor
nzt를,The nzt
알아보고,Learn
자자,magneton
위해서는,To
고급,Luxury
가치를,The value
잖아,You
시계를,The clock
꽃을,flower
열려,Open
선물이야,Gift's
모시고,Enshrined
보고서,report
이것들은,these are
성공,success
생명이,Lifeless
루,sack
종양,tumor
알겠네요,Al getneyo
앨범,album
생기는,Caused
모르겠구나,I do not know
평화,peace
선배,Elder
여깄어,Open giteo
하는구나,You're a
자료를,Resources for
2시간,2 hours
바보가,fool
사러,Buy
없습니까,Eopseupnikka
다룰,Deal
위해서라면,If the order
모든것을,Everything
있으면서,Stay
맛을,The taste
하겠죠,'D
되돌릴,Reverted
나기사,Nagisa
여왕을,The Queen
도와주는,Help
죽었지,Dead
대화가,Conversation
미치,Mitch
그런데요,Geureondeyo
나타나서,Appeared
합니까,Do
나아질,Improve
가져올,Get
나눠,Divided
명단에,On the list
벌어지고,Going
니키,Nikki
남쪽으로,South
거냐고,Geonyago
밟아,Tread
그랬다면,If you did
부탁이,Favor
침대로,To bed
떨어지는,falling
사냥,hunt
마찬가지로,Likewise
말했지만,But the end
타일러,Tyler
끝났다고,Over.
주시면,Us
잡아야,Catch
물건은,Things
걸지,Bet
관리,management
동안은,During the
머물,Stay
아래에서,Under the
위해서야,Stand for
저녁은,Evening
건물에,The building
뭔지는,What is
장비,equipment
10만,100000
우유,milk
돌려줘,Give it back
우리에,Our
주문,order
저보다,Me more
필요없어요,I do not need it
필이,Phil
악몽을,A nightmare
응답하라,Respond
아시겠어요,You know
엉덩이에,The ass
실례하겠습니다,Excuse me
대장님,Sir.
밤엔,Night
문자를,The characters
약속이,promise
숲에,In the woods
시킨,In which
못했지만,Did
게임이,The game
악몽일,Nightmare days
몰랐네요,I did not know
세계가,The world
완벽히,Fully
요리를,Cooking
공간이,Space
그만하세요,Please stop it
했더니,When I
심장은,Heart
많을,Lot
폐를,The lungs
마시지,Massage
수영장,swimming pool
놀러,play
기회,chance
그래야만,Only then
이야기하고,Story and
대해서요,Daehaeseoyo
거로,Georo
바깥,outside
가난한,poor
시속,MPH
어디있는지,Where that
두렵지,Fear
않으세요,Do not you
못한다,can not do it
아냐마루,No floor
필요하다면,If you need
본부,headquarters
식당에서,In the restaurant
형제가,Brothers
벗어나,Out
살았어요,Lived
닫고,Close
오빠를,Brother
이것저것,this and that
없는지,There
없었지만,Eopeotjiman
모여,Together
하나님의,Of God
아들의,Son of
부모님을,Parents
막는,Prevent
피는,Blooming
받았다,received
말거라,I would say
멀쩡해,Works fine
갇힌,pent
지역을,The area
방법도,Also how
초대,invite
희생자가,Victims
그랬더니,Geuraetdeoni
남자한테,Tell men
애들이랑,With the kids
미치마,US skirts
계약,contract
보여주세요,Show me
사서,librarian
사부님,Teacher
그거에,That's the
아시나요,Did you know
아니었다,It was not
그분,His
그거면,That's enough
못했죠,Mothaetjyo
두려워하지,Not fear
런던에,London
안전해요,You're safe
밤의,Night
일부가,Some
아니라서,Ahniraseo
도와주지,Not help
쪽에서,"Side,"
사람이요,Who am
보였어,Looked
이상으로,More than
전의,ex
꿨나,Kkwotna
그렇게는,That is
간단히,simply
수상한,questionable
년을,Year
변호사를,A lawyer
술이나,Drink or
받았는데,Received
으흠,Ahem
어떻습니까,How is it
가게에,The shop
짜증,petulance
사이를,Between the
없기,There
6시,6 o'clock
오는데,Coming
상상이,Can you imagine
지하,Underground
계십니까,Are
가볼게요,I'll go.
젊고,yavis
유럽,Europe
시간만,Only time
들었잖아,You heard me.
괜찮은지,Okay
싫은데,Nope
달렸어,It's up
어울리지,Fit
케이크,cake
관계는,Relationships
은행에,The bank
뭐랬어,L told you
총기,Firearms
생각이에요,I think it's
데는,There
비명을,Screaming
반갑다,nice to meet
조직,group
참고,Reference
중간에,in the middle
아이들에게,Children
말씀이세요,Are you saying
집까지,Home
부분,part
쇼는,Show
동안에,During the
실례지만,Excuse
좋아한다고,He likes
무서워서,Terrified
고통은,The pain
웃겨,funny
카를로스,Carlos
같거든,I like
웃기는,Hilarious
못했는데,Mothaetneunde
고객,customer
병원의,Hospitals
미국에서,in America
양을,Sheep
봤니,Did you
브라이스,Bryce
재,ashes
수사,Investigation
빨라,Faster
결혼식을,Weddings
대박,Great
도시에서,In the city
네드,Ned
옷도,Clothes
좆같은,Fucking
본적,Have seen
얼굴도,Faces
있든,Whether
접근할,Access to
그럴게,I will.
피부,skin
보안관,Sheriff
누군가에게,Someone
주위에,around
전기가,Electricity is
노력을,Efforts
죽어서,Dead
맞나요,Is that right
앞을,Front
나라고,I am the one
없이도,Without
뭐였죠,What was
놔요,Put
이상하네,Odd
정부의,Governmental
드와이트,Dwight
인사를,Greetings
불렀어요,I called
데니스,Dennis
사람들처럼,Like the people
걔랑,Bang her
캐서린,Catherine
것이라고,Would
필요하고,Needs and
헬기,helicopter
슈퍼,Super
하냐,Wondering
있거나,Or
아닐세,Ahnilse
연관이,The association
혀,tongue
아가씨들,Ladies
만나요,See you
당신에겐,You but
잊었어,Forgot
좋아하죠,Do you like
한거,Hangeo
따를,Follow
데이비스,Davis
가나,Ghana
재밌네,Funny
통제할,To control
무언가가,Something
위를,Up
커피를,Coffee
파리에,Paris
헤일리가,Hailey
있다네,Come into
해봐야,Do
위스키,whiskey
년간,Year
오토바이,motorcycle
우리들의,Our
코트,Coat
사자,Lion
쳐다보는,Look at
한다구요,Flirting
아버지한테,My father
보내세요,Have
신분증,ID
경기를,The game
약속은,Appointment
봤고,Saw it
해냈어요,I did it
가도록,To go
가볍게,lightly
이런게,Yireonge
중이었어요,Was being
밤새도록,Overnight
기억하는,Remember that
옷장,closet
대통령은,The President
말하지마,Do not say
말했을,Told
저희에게,Contact us
다니고,Attended
작년,last year
숙여,Bow
풀어줘,Untie
싶지도,Also want to
내면,The inner
깨끗하게,cleanly
열면,When you open
바뀔,Change
놓치지,Miss
케이티,Katie
지난번,last time
불에,The fire
재판을,The trial
자라고,Grow
여기에요,Here's
분노를,Anger
쓰게,bitterly
오렌지,Orange
애리조나,Arizona
팔아,Sell
놓을,Place
캐시,cash
좋지만,Good
친구랑,With my friends
반대로,Contrary
나타나지,Show
살아남을,To survive
마지막에,At last
공간을,The space
산을,Mountain
강제로,Force
싸움,Fight
안다면,Know
안경,glasses
전화했어,I'm calling
할꺼야,Gonna
복부,stomach
장난감,toy
들었을,Heard
틀렸어요,Wrong.
같지는,Unlikely
천사,Angel
아들과,Sons and
아니냐,Ahninya
잡으면,Catch
전해주세요,send it
해달라고,Dont
달콤한,sweet
아니군,Nope
기억도,Remember
않는게,Better not
커서,Cursor
간신히,barely
같으면,Equal
하라,do it
가졌어,Got
먹어도,Eat
갔다가,I went
도와드릴,Help drill
빕니다,Good
하겠지만,Although
수백만,millions
대통령을,The President
곡,Songs
공격할,To attack
부하들이,Men
키루밍주,Kiruna mingju
있더군요,It turns out
마커스,Marcus
것인지,Whether
마디,word
직장을,The workplace
하루는,Day
파티는,The party
하시면,If you
상대를,Opponents
한건,Thing is
안할거야,I'm not gonna
땅에서,In the land
조가,dirge
알기나,Any idea
오셨습니다,Came
클럽에,The club
뜻대로,Means as
스텔라,stellar
부르면,Call
얘기해요,I'm talking about
생활,life
향하고,Heading
안보여,I can not see
저길,-Check
케이시,Casey
중요한건,The important thing
엘,L
말이여,Say over
있겠군,Can group
사이로,Through
느껴,Feeling
5천,5000
곧바로,Right away
수술할,Surgery
담긴,Contained
바지랑기,Pants ranggi
두면,Leaving
구역,area
남편의,Husband of
간단하게,Simply
가족도,Family
싶니,Do you want
한거에요,Hangeoeyo
본인,me
하자는,Suggesting
데릭은,Derek
도와줘야,Need help
문제라도,PROBLEM
성함이,Your name
떠나요,Leaving
행복을,Happiness
하니까요,Hanikkayo
있을때,When
치료가,Treatment
여유가,Afford to
지구의,terrestrial
길이야,It's way
괴물을,The monster
부탁을,Asked
해야해요,I have to
불어,French
몇년,Years
성적,sexual
있었구나,There he
기억하세요,Remember
경우는,If you are
앗,Aww
글,Posts
해야돼,Gotta be
정직한,honest
전화는,Phone
무섭지,Afraid of
작별,farewell
또다시,Again
스스로에게,Yourself
취한,drunk
도와줄까,I help
좋은데요,Sounds good
자도,One who
피바디,Peabody
킹,king
잘못이에요,I'm wrong
다음날,next day
깨끗이,clean
영광을,Glory
갔는지,Retracted
하늘,sky
누구든지,Anyone
불러도,Call you
메스,Metz
맥,vein
대부분이,Most
알았다면,If you knew
그레이가,Gray
살이,Years
범죄를,Crime
알아들어,You understand
이동해,Move
축하한다,Congratulations
그것만,It only
버텨,Hang in there
따위는,Something is
다크,dark
올해는,"This year,"
되진,Doejin
열차,train
해볼까,Haebolkka
사랑합니다,Love it
그지,Miserable
사귀는,Dating
존재,existence
위협을,Threats
너라면,If you
닮은,To resemble
지냈어요,How are yo
따라와요,Follow me
감자,potato
힘은,Power
하는거에요,Going to
진실이,The Truth
바라요,I hope
캘리포니아,California
잡아라,Catch
어둠을,The darkness
부상을,Injury
그렇잖아,Geureotjanah
명심해,Remember
그러시겠죠,It would geureosi
놓치고,Missing
흔들어,shake it
되었지,Doeeotji
말하라고,To speak
기계가,Machines
일들은,Things
딸에게,To his daughter
로렌스,Lawrence
학교는,The school
남자들,men
내게서,Me
말해주고,Give me
3시,3 o'clock
있다니까,How can
아네,Ah yes
고맙네요,I thank you
저스틴,Justin
실패한,failed
화이트,White
답은,Answer
외부,Out
의역,paraphrase
이지는,Izzy
엄마처럼,Like Mom
경찰들이,Police are
몹시,Heavily
저보고,That report
얻지,Get
물러서요,Back up.
나가라고,Get out
존이,John
환자들이,Patients
쫓는,Chasing
아이야,Ayia
인기,popularity
말라는,Malraneun
파이,pie
귀에,Ear
묶어,Tie
좀비,zombie
때까진,Until she
필요하죠,I need
정확히는,Not exactly
여기엔,Here yen
치면,Hit
아프지,Ill
예뻐요,pretty
술은,Alcohol
여,female
해봤어요,I've tried
건너,Crossing
옆,side
소린,Sorin
효과,effect
묻은,Bloody
이용할,Available
좋잖아,It's good
촬영을,Shooting
돌볼,Take care
각각,each
내려가서,Go down
골라,pick
다해,Devoted
선수가,Athlete
너흴,Get going
받아라,Take
그분의,His
끝나,through
함께할,To do with
생각한다,think
개나,Dogs
여러분께,To you
다루는,Deal
아끼는,Favorite
만들어요,Did make
로빈,Robin
혹시나,perhaps
웨스트,West
해결해,Solve
겁나,Frightened
움직여요,Umjikyeoyo
발렌타인,Valentine's Day
알거든,I know
숨길,Hide
하하,haha
나온다,Exit
정상,normal
갈색,Brown
짜리,worth
않을게,Aneulge
알거야,I know
이보다,Than
오늘부터,From today
기계를,Machinery
어떠냐,Ll
목표를,The goal
모르니,Do not you
흔적은,The trail
자라,Goto sleep
친구한테,My friend
김에,Incidentally
자의,Party
없었다면,Without
거래요,He's gonna
감사를,Thanks
누워서,Lying
마찬가지고,Machangajigo
문제예요,It's a problem
부드러운,soft
걸려서,Caught
누군지도,Who also
게임은,The game
가봐야겠어,I have to go
보며,Looking
기억나지,Remember born
토비,Toby
소용없어,No avail
태어날,Birth
마이크가,Mike
거래는,Deal
감염된,Infected
스틸,steal
심해,deep sea
갈께,I'll
생각했다,Thought
환자야,Patients should
어쩐지,no wonder
노란,yellow
나오게,Out
잡아서,Caught
환영한다,welcome
웬일이야,For some reason it's
엄,Moth
것이며,Will
떨어지면,Falls
했겠지,Haetgetji
받으러,To pick
딸과,Daughter and
좋았을,Wish
이른,early
우주에서,In the universe
사람인,Person
지옥에서,From hell
자들은,Those who
예쁘네요,You are pretty
구해야,Sought
아침을,Breakfast
낡은,old
살아갈,To live
있어줘,Got me
한명,one person
이해하고,Understand and
들어왔어요,I came into
해줘서,Letting
맞나,Am I right
영화에,The movie
로리,Rory
것처럼요,As John
예상,prediction
상사님,Sergeant
중이지,You are not
친구예요,Friend's
말씀은,The Word
대화는,The conversation
정체가,Congestion
걔도,He also
나이에,At the age
창녀,prostitute
애쉬,ash
날려,Blow
버렸어요,Tossed
행동이,The actions
있는거에요,I'm in
곳도,Where also
물어보고,To ask
수정금지,No Modifications
남아있는,remains
나타나면,When
물어보지,Ask to see
브리짓,Bridget
더럽게,nastily
약에,About
소개합니다,I am introducing
웨이드,Wade
줬지,Gave
추워,cold
바이러스가,The virus
스페인,Spain
붙잡고,Caught
중간,middle
제거할,Be removed
가겠습니다,We will
초기,Early
해보자고,Now.-
싸움이,Fight
싫어서,I did not want
잘못을,The wrong
놈도,He also
충분해요,Enough
거구나,Geoguna
이곳으로,Here
리드,lead
시간과,Time and
그랜드,Grand
에너지,energy
떠나서,Leave
자네들은,You are
방식을,The way
않을래,Not below
참으로,Indeed
도와줘서,Thanks for your help
녀석들,Guys
출신,Native
누구와,with whom
자기들,They
장소는,Place
재밌을,Fun.
오마이갓,"Oh, my God"
딸이야,Daughter's
시동,Startup
죽길,Dead
테이프,tape
둘만,Only two
찍을,Take
헌데,Boil
이렇게까지,So to
내야,infield
하시오,Please
겁쟁이,Coward
번의,One
잊은,Forgotten
소,small
열지,Open
삶에서,In the life
베티,Betty
아침부터,from morning
레베카,Rebecca
폴닥,Poldak
피해자는,The victim
아빠에게,Dad
있던데,Itdeonde
맞어,correct
키를,The key
호출해,Call
이것들,these
선물이,Gifts
갔던,I went to
숨은,cryptic
구나,Laguna
영감을,Inspiration
로니,Ronnie
일부는,Some
보이니,Do you see
친절한,kind
있었던거야,I had
다는,That
남자에게,To the man
친구의,Friends of
기본,basic
우리만,We only
신경이,Nerves
머리도,Hair
세금,tax
씨와,Mr.
못했을,Not have
서류에,Documents
3주,Three weeks
실행,Execution
용의자가,Suspects
폐,lungs
오웬이,Owen
법은,The law
이거요,This one
시드니,Sydney
아니라구,Ahniragu
사람들이랑,People yirang
상대로,Against
꼬맹이,kid
시발,City
그레타,Greta
사회,Society
싶소,Curious
해보지,Not try
아내의,The wife
구,phrase
없을까,Is there
그렉,Greg
연기를,The smoke
너같은,You like
무기는,Weapon
재밌네요,It's funny
사람인지,From what
안될까,Can we
나라에서,In the country
말아줘,Do not give
동안이나,Or during
붙잡아,Caught
친애하는,Dear
아이들의,Children
편이야,It's part
시장,market
시작해요,I'm starting
버스에,The bus
빠졌어,Fell
협상을,Negotiations
보호하기,To protect
꼬맹아,"Oh, kid"
그중,among them
마냥,Magna
제거,remove
표정이,The expression
나타난,Appeared
얻고,Getting
축구,Soccer
보군요,Bogunyo
가득한,saturated
초음파,ultrasonic wave
흥,huh
사랑스런,Lovely
사령관님,Commander
무엇보다,More than anything
엠마,Emma
그자가,Those who
놨어,Pounded
프로,Pro
주시죠,Jusijyo
릴리야,Krylia
일어났어,Woke up
몽땅,Todo
생각하는거야,You think
움직이고,Moving
한글,Hangul
모습은,Appearance
수사를,The investigation
존재하는,Present
돈만,Money
수록,More
자막공장,Trailer Factory
늦게까지,till late
알려주지,Tell
연쇄,chain
분들은,Those who are
일한,Worked
누구에게도,Anyone
보고싶어,I miss you
졌어,'Ve been
오길,To come
버려진,Abandoned
추적할,To track
보고해,Reporting
두세요,Leave
간호사가,The nurse
